CONCURSO,ID,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
2545,999981,1,5,13,22,30,55,47,94000000,2012-04-25,2,0,21.0
2544,4963212,2,9,12,19,21,52,55,89000000,2012-04-22,2,0,19.2
2543,32270068,31,35,43,45,47,53,41,84000000,2012-04-18,4,1,42.3
2542,11607490,4,18,45,46,48,50,53,77000000,2012-04-15,0,2,35.2
2541,29354192,18,21,26,35,36,50,44,72000000,2012-04-11,0,2,31.0
2540,8956204,3,18,21,42,43,48,22,67000000,2012-04-08,2,0,29.2
2539,15364032,6,12,13,26,35,40,22,62000000,2012-04-04,1,1,22.0
2538,20565070,9,12,18,23,24,38,19,59000000,2012-04-01,1,1,20.7
2537,20670655,9,13,16,22,34,51,17,55000000,2012-03-28,1,1,24.2
2536,27662533,15,22,26,27,36,46,25,50000000,2012-03-25,0,0,28.7
2535,21471431,9,23,28,34,43,53,19,46000000,2012-03-21,3,1,31.7
2534,243411,1,2,19,21,34,37,45,41000000,2012-03-18,3,1,19.0
2533,6473725,2,26,27,36,39,43,29,37000000,2012-03-14,2,0,28.8
2532,11519021,4,17,30,45,49,54,40,36000000,2012-03-11,1,1,33.2
2531,4874559,2,8,21,32,49,53,50,35000000,2012-03-07,2,1,27.5
2530,17194603,7,11,19,32,37,38,14,34000000,2012-03-04,4,0,24.0
2529,2265617,1,12,13,27,44,50,46,33000000,2012-02-29,1,0,24.5
2528,12442142,5,7,15,18,34,43,11,32000000,2012-02-26,3,1,20.3
2527,30199832,20,22,23,34,42,51,33,31000000,2012-02-22,1,1,32.0
2526,12774974,5,9,11,37,42,48,10,30000000,2012-02-19,3,2,25.3
2525,16123510,6,19,29,39,42,48,51,37000000,2012-02-15,2,0,30.5
2524,23153591,11,12,17,35,36,50,51,36000000,2012-02-12,2,0,26.8
2523,1015959,1,5,14,33,47,51,12,35000000,2012-02-08,2,1,25.2
2522,11336301,4,15,27,41,51,55,45,34000000,2012-02-05,1,2,32.2
2521,27853713,15,28,29,31,36,41,35,33000000,2012-02-01,3,1,30.0
2520,3102951,1,21,22,25,31,49,20,32000000,2012-01-29,1,1,24.8
2519,10340781,4,8,21,26,27,51,38,31000000,2012-01-25,0,0,22.8
2518,15385026,6,12,15,24,25,49,42,30000000,2012-01-22,0,1,21.8
2517,25152276,12,23,29,32,36,48,53,112000000,2012-01-18,2,0,30.0
2516,6818683,3,4,16,33,39,40,54,106000000,2012-01-15,1,3,22.5
2515,6794814,3,4,14,24,32,40,28,101000000,2012-01-11,1,2,19.5
2514,26775719,14,19,32,42,47,48,5,95000000,2012-01-08,2,1,33.7
2513,21102250,9,17,21,41,47,51,31,90000000,2012-01-04,3,2,31.0
2512,24905945,12,18,41,46,51,54,4,84000000,2012-01-01,1,1,37.0
2511,12470386,5,7,18,19,40,55,39,79000000,2011-12-28,3,0,24.0
2510,7757002,3,8,23,39,46,51,22,75000000,2011-12-25,2,0,28.3
2509,17598067,7,14,25,26,29,47,23,70000000,2011-12-21,3,2,24.7
2508,26817453,14,20,26,39,40,56,17,64000000,2011-12-18,0,1,32.5
2507,26302497,13,30,38,40,43,49,9,59000000,2011-12-14,2,1,35.5
2506,91204,1,2,7,13,15,46,5,55000000,2011-12-11,3,1,14.0
2505,2820715,1,16,49,53,54,55,27,50000000,2011-12-07,1,0,38.0
2504,18007894,7,19,24,25,29,33,48,45000000,2011-12-04,3,0,22.8
2503,5534256,2,12,28,41,44,45,49,40000000,2011-11-30,2,0,28.7
2502,26333652,13,33,37,39,40,51,9,36000000,2011-11-27,2,0,35.5
2501,548609,1,3,20,34,49,55,53,35000000,2011-11-23,1,1,27.0
2500,10419318,4,9,11,20,24,28,33,34000000,2011-11-20,1,1,16.0
2499,20644331,9,12,44,50,52,53,47,33000000,2011-11-16,1,1,36.7
2498,733820,1,4,12,16,30,31,11,32000000,2011-11-13,1,0,15.7
2497,16549538,6,34,40,49,52,53,12,31000000,2011-11-09,1,0,39.0
2496,7718311,3,8,18,22,23,42,53,30000000,2011-11-06,2,0,19.3
2495,5011867,2,9,16,26,50,56,11,282000000,2011-11-02,1,1,26.5
2494,22385897,10,16,21,24,28,42,47,276000000,2011-10-30,0,0,23.5
2493,18828668,8,11,12,15,43,48,29,270000000,2011-10-26,2,1,22.8
2492,19297535,8,14,22,31,46,56,42,263000000,2011-10-23,1,1,29.5
2491,7599201,3,7,36,50,52,56,40,257000000,2011-10-19,2,0,34.0
2490,20790057,9,14,17,19,41,44,26,252000000,2011-10-16,3,0,24.0
2489,13266739,5,12,15,25,26,27,44,247000000,2011-10-12,1,1,18.3
2488,22270462,10,15,18,19,37,55,1,241000000,2011-10-09,2,1,25.7
2487,13022484,5,10,20,21,32,44,6,236000000,2011-10-05,1,0,22.0
2486,10366825,4,8,26,28,41,55,10,229000000,2011-10-02,1,1,27.0
2485,11134082,4,13,31,40,49,51,52,223000000,2011-09-28,2,1,31.3
2484,10415407,4,9,11,14,42,52,2,218000000,2011-09-25,1,1,22.0
2483,24704873,12,16,22,46,52,55,49,212000000,2011-09-21,0,2,33.8
2482,18147545,7,21,32,33,46,55,13,207000000,2011-09-18,1,0,32.3
2481,20746052,9,13,28,34,36,48,43,202000000,2011-09-14,1,0,28.0
2480,14449608,5,38,43,47,54,56,45,196000000,2011-09-11,3,1,40.5
2479,26842933,14,20,39,43,45,52,40,190000000,2011-09-07,1,1,35.5
2478,21376992,9,21,26,33,45,48,52,184000000,2011-09-04,0,1,30.3
2477,28588818,16,33,34,44,46,47,45,179000000,2011-08-31,1,1,36.7
2476,29266909,18,19,36,47,50,51,53,172000000,2011-08-28,2,2,36.8
2475,26839773,14,20,36,37,44,51,1,167000000,2011-08-24,1,0,33.7
2474,12714549,5,8,25,40,42,49,9,161000000,2011-08-21,1,1,28.2
2473,9613556,4,5,12,14,44,53,28,157000000,2011-08-17,2,1,22.0
2472,31303829,23,31,37,50,51,53,30,150000000,2011-08-14,4,1,40.8
2471,25942897,13,20,22,23,33,48,7,145000000,2011-08-10,2,1,26.5
2470,14425267,5,33,49,50,53,54,44,139000000,2011-08-07,2,1,40.7
2469,14086648,5,21,22,36,37,47,39,134000000,2011-08-03,3,0,28.0
2468,7990366,3,10,11,38,49,52,48,128000000,2011-07-31,2,1,27.2
2467,3435315,1,32,43,44,52,55,22,123000000,2011-07-27,1,1,37.8
2466,12936196,5,10,11,29,41,55,30,118000000,2011-07-24,4,0,25.2
2465,7546445,3,7,21,24,31,49,35,114000000,2011-07-20,3,0,22.5
2464,21046089,9,16,27,29,43,44,36,108000000,2011-07-17,2,0,28.0
2463,31540697,24,35,42,45,48,52,51,103000000,2011-07-13,0,1,41.0
2462,20925355,9,15,21,27,42,51,23,98000000,2011-07-10,0,0,27.5
2461,2568428,1,14,20,39,43,54,29,93000000,2011-07-06,1,1,28.5
2460,12161730,5,6,9,46,54,56,38,87000000,2011-07-03,1,1,29.3
2459,3423600,1,31,40,45,46,55,2,82000000,2011-06-29,1,1,36.3
2458,11732249,4,20,44,45,50,56,15,76000000,2011-06-26,0,0,36.5
2457,21616204,9,28,30,35,42,48,56,71000000,2011-06-22,0,0,32.0
2456,30461988,20,31,36,39,54,56,48,64000000,2011-06-19,1,0,39.3
2455,14533015,6,7,12,32,45,49,44,59000000,2011-06-15,1,1,25.2
2454,22697078,10,20,26,46,49,55,19,53000000,2011-06-12,0,1,34.3
2453,19460669,8,16,18,26,29,35,36,48000000,2011-06-08,1,1,22.0
2452,10932571,4,12,17,18,20,36,2,43000000,2011-06-05,1,1,17.8
2451,30298745,20,24,28,49,51,53,48,37000000,2011-06-01,1,0,37.5
2450,9670736,4,5,17,19,42,48,2,35000000,2011-05-29,3,1,22.5
2449,6162745,2,19,23,34,38,40,28,34000000,2011-05-25,3,0,26.0
2448,10009908,4,7,9,11,22,48,32,33000000,2011-05-22,2,0,16.8
2447,32214271,30,35,38,41,44,51,56,32000000,2011-05-18,1,1,39.8
2446,29122769,17,29,40,41,47,53,25,31000000,2011-05-15,5,1,37.8
2445,19286324,8,14,20,37,45,53,51,30000000,2011-05-11,2,0,29.5
2444,101669,1,2,7,30,41,55,49,249000000,2011-05-08,3,0,22.7
2443,21650072,9,29,49,50,52,56,37,241000000,2011-05-04,1,1,40.8
2442,30774099,21,30,36,41,42,50,32,230000000,2011-05-01,1,1,36.7
2441,10058040,4,7,12,17,42,45,23,224000000,2011-04-27,2,0,21.2
2440,25488922,13,14,25,38,41,50,26,217000000,2011-04-24,2,1,30.2
2439,953455,1,5,10,13,18,39,51,211000000,2011-04-20,2,2,14.3
2438,2938682,1,18,24,32,38,56,46,203000000,2011-04-17,0,0,28.2
2437,10610805,4,10,13,25,26,39,33,196000000,2011-04-13,1,1,19.5
2436,12119243,5,6,7,18,20,25,39,189000000,2011-04-10,2,2,13.5
2435,2311630,1,12,18,20,38,41,49,182000000,2011-04-06,1,2,21.7
2434,25991889,13,20,38,49,52,56,7,174000000,2011-04-03,1,0,38.0
2433,867708,1,4,32,35,39,55,45,168000000,2011-03-30,0,1,27.7
2432,20341454,9,10,29,37,39,56,11,160000000,2011-03-27,2,0,30.0
2431,6330133,2,22,25,35,43,47,49,153000000,2011-03-23,3,0,29.0
2430,28175287,16,19,29,36,37,45,3,146000000,2011-03-20,3,1,30.3
2429,25087844,12,22,23,31,45,47,4,140000000,2011-03-16,3,1,30.0
2428,13300366,5,12,19,21,51,54,43,134000000,2011-03-13,2,1,27.0
2427,5704749,2,14,17,28,30,54,16,128000000,2011-03-09,2,2,24.2
2426,24457603,12,14,16,17,22,33,20,122000000,2011-03-06,1,1,19.0
2425,3893789,2,4,12,13,27,32,30,117000000,2011-03-02,2,0,15.0
2424,1656516,1,8,15,18,34,52,16,110000000,2011-02-27,0,3,21.3
2423,1606948,1,8,11,16,20,52,23,105000000,2011-02-23,1,0,18.0
2422,28843795,17,21,24,35,42,51,1,98000000,2011-02-20,1,1,31.7
2421,30277997,20,23,36,41,51,55,11,92000000,2011-02-16,2,0,37.7
2420,21765687,10,11,14,32,35,49,8,86000000,2011-02-13,1,0,25.2
2419,21432128,9,22,28,52,55,56,54,80000000,2011-02-09,0,3,37.0
2418,7207993,3,6,9,23,28,52,44,75000000,2011-02-06,2,0,20.2
2417,24657606,12,15,39,54,55,56,32,68000000,2011-02-02,0,1,38.5
2416,27622623,15,21,27,37,44,49,55,62000000,2011-01-30,1,1,32.2
2415,26360353,13,37,52,54,55,56,6,56000000,2011-01-26,2,2,44.5
2414,25239123,12,25,45,50,55,56,44,49000000,2011-01-23,0,1,40.5
2413,14328112,5,27,32,35,38,56,18,43000000,2011-01-19,1,1,32.2
2412,3309171,1,26,27,28,45,54,35,36000000,2011-01-16,0,1,30.2
2411,6919439,3,5,6,14,19,45,34,34000000,2011-01-12,3,1,15.3
2410,14349698,5,28,32,42,52,54,49,33000000,2011-01-09,1,1,35.5
2409,15386847,6,12,15,28,30,46,26,32000000,2011-01-05,0,0,22.8
2408,29807814,19,21,32,40,50,51,36,31000000,2011-01-02,1,1,35.5
2407,25762673,13,17,25,32,45,48,56,30000000,2010-12-29,2,0,30.0
2406,22824791,10,23,24,28,33,55,46,121000000,2010-12-26,1,0,28.8
2405,3147132,1,21,35,37,47,49,48,114000000,2010-12-22,2,1,31.7
2404,17866893,7,17,23,37,43,53,24,107000000,2010-12-19,6,1,30.0
2403,24762301,12,17,19,24,31,35,11,102000000,2010-12-15,3,0,23.0
2402,8225749,3,11,20,25,46,53,17,95000000,2010-12-12,3,0,26.3
2401,15810923,6,15,30,31,38,44,54,87000000,2010-12-08,1,1,27.3
2400,12220038,5,6,14,19,25,43,37,82000000,2010-12-05,3,0,18.7
2399,27404281,15,18,20,21,29,32,14,75000000,2010-12-01,1,0,22.5
2398,20796054,9,14,17,33,41,42,4,69000000,2010-11-28,2,0,26.0
2397,9564782,4,5,8,35,38,45,2,64000000,2010-11-24,1,0,22.5
2396,28128826,16,19,20,22,26,47,4,57000000,2010-11-21,2,1,25.0
2395,25112468,12,22,29,37,39,51,20,51000000,2010-11-17,2,0,31.7
2394,8048340,3,10,16,41,50,54,27,44000000,2010-11-14,2,0,29.0
2393,18946867,8,11,26,38,44,45,32,38000000,2010-11-10,1,1,28.7
2392,23601854,11,16,20,25,41,47,28,34000000,2010-11-07,3,0,26.7
2391,3126825,1,21,27,28,32,55,26,33000000,2010-11-03,0,0,27.3
2390,24138260,11,25,30,44,48,49,50,32000000,2010-10-31,1,0,34.5
2389,14563541,6,7,15,22,45,54,24,31000000,2010-10-27,1,1,24.8
2388,16168533,6,20,25,39,44,56,40,30000000,2010-10-24,0,0,31.7
2387,13839585,5,17,23,30,41,47,54,39000000,2010-10-20,5,1,27.2
2386,25988327,13,20,35,40,41,43,56,34000000,2010-10-17,3,0,32.0
2385,4410956,2,6,15,16,28,29,31,33000000,2010-10-13,2,1,16.0
2384,15928908,6,17,19,21,25,40,28,32000000,2010-10-10,2,0,21.3
2383,21976404,10,12,24,29,31,36,56,31000000,2010-10-06,2,0,23.7
2382,26365085,13,39,44,45,46,52,32,30000000,2010-10-03,1,1,39.8
2381,22385720,10,16,21,23,44,49,39,30000000,2010-09-29,1,1,27.2
2380,983423,1,5,12,16,20,39,32,239000000,2010-09-26,1,0,15.5
2379,3918400,2,4,13,41,46,55,30,232000000,2010-09-22,3,0,26.8
2378,26806075,14,20,24,28,30,34,3,225000000,2010-09-19,0,0,25.0
2377,9239910,3,23,25,32,35,45,37,216000000,2010-09-15,2,1,27.2
2376,3919657,2,4,14,15,45,47,34,209000000,2010-09-12,2,1,21.2
2375,19282161,8,14,20,24,35,36,56,202000000,2010-09-08,0,1,22.8
2374,19098420,8,12,32,33,42,48,54,194000000,2010-09-05,0,1,29.2
2373,11005477,4,12,29,38,45,46,5,187000000,2010-09-01,1,1,29.0
2372,15308990,6,11,22,40,46,50,20,179000000,2010-08-29,1,0,29.2
2371,5978410,2,16,36,52,53,55,28,170000000,2010-08-25,2,1,35.7
2370,9140118,3,21,23,24,30,55,44,158000000,2010-08-22,2,0,26.0
2369,30949069,22,25,37,40,41,45,51,149000000,2010-08-18,2,2,35.0
2368,19520855,8,16,29,41,45,55,44,138000000,2010-08-15,2,0,32.3
2367,27445971,15,18,27,42,50,51,41,130000000,2010-08-11,0,1,33.8
2366,1992357,1,10,14,27,44,56,49,120000000,2010-08-08,0,1,25.3
2365,8998105,3,18,32,44,45,48,9,111000000,2010-08-04,1,1,31.7
2364,14595402,6,7,18,34,42,52,43,101000000,2010-08-01,1,0,26.5
2363,27917097,15,31,40,53,55,56,37,91000000,2010-07-28,2,2,41.7
2362,30977962,22,26,38,52,55,56,53,81000000,2010-07-25,0,1,41.5
2361,6179992,2,19,27,34,42,56,51,72000000,2010-07-21,2,3,30.0
2360,8927505,3,17,34,42,50,56,18,61000000,2010-07-18,2,0,33.7
2359,23313720,11,13,22,39,54,55,49,52000000,2010-07-14,2,1,32.3
2358,21869510,10,11,33,35,38,46,9,42000000,2010-07-11,1,2,28.8
2357,17010733,7,10,15,33,42,55,5,35000000,2010-07-07,1,0,27.0
2356,23924763,11,20,28,36,52,56,55,31000000,2010-07-04,1,0,33.8
2355,8691115,3,15,19,26,30,43,41,30000000,2010-06-30,3,0,22.7
2354,3216301,1,23,27,35,47,49,34,379000000,2010-06-27,2,1,30.3
2353,24930185,12,19,23,31,43,52,44,364000000,2010-06-23,4,0,30.0
2352,13071734,5,10,30,35,36,38,52,346000000,2010-06-20,1,2,25.7
2351,6984741,3,5,10,12,18,33,36,332000000,2010-06-16,2,0,13.5
2350,18603170,8,9,20,38,42,53,50,314000000,2010-06-13,1,0,28.3
2349,15919708,6,16,50,52,54,56,20,297000000,2010-06-09,0,1,39.0
2348,4000244,2,4,23,36,52,55,26,281000000,2010-06-06,2,0,28.7
2347,9393329,3,28,29,33,49,51,47,266000000,2010-06-02,2,1,32.2
2346,29404187,18,22,27,34,49,56,39,248000000,2010-05-30,0,0,34.3
2345,15406670,6,12,17,30,36,39,24,234000000,2010-05-26,1,1,23.3
2344,29967816,19,25,36,37,41,50,47,220000000,2010-05-23,3,2,34.7
2343,12140686,5,6,8,25,26,36,46,209000000,2010-05-19,1,2,17.7
2342,573457,1,3,25,26,42,53,18,197000000,2010-05-16,2,0,25.0
2341,28139896,16,19,21,33,40,44,36,185000000,2010-05-12,1,0,28.8
2340,12551887,5,7,47,48,49,54,52,173000000,2010-05-09,3,0,35.0
2339,6177418,2,19,26,41,42,51,5,162000000,2010-05-05,3,1,30.2
2338,6517572,2,27,36,47,50,56,11,150000000,2010-05-02,2,0,36.3
2337,28423990,16,24,37,39,40,42,34,140000000,2010-04-28,1,2,33.0
2336,11342185,4,15,29,39,42,44,9,130000000,2010-04-25,1,2,28.8
2335,11082070,4,13,20,22,29,48,45,121000000,2010-04-21,2,2,22.7
2334,21247661,9,19,22,38,41,48,2,110000000,2010-04-18,2,2,29.5
2333,30542432,21,22,27,38,49,56,34,101000000,2010-04-14,0,1,35.5
2332,6776549,3,4,13,14,23,27,30,93000000,2010-04-11,3,0,14.0
2331,21231856,9,19,20,26,39,47,12,84000000,2010-04-07,2,1,26.7
2330,19777748,8,20,23,36,40,52,28,76000000,2010-04-04,1,0,29.8
2329,2201292,1,11,21,28,44,48,27,68000000,2010-03-31,1,2,25.5
2328,2774320,1,16,22,48,54,56,25,58000000,2010-03-28,0,1,32.8
2327,23155031,11,12,17,47,54,55,2,50000000,2010-03-24,3,2,32.7
2326,12459985,5,7,16,39,47,55,33,40000000,2010-03-21,3,1,28.2
2325,6474924,2,26,27,47,52,56,11,33000000,2010-03-17,2,0,35.0
2324,13843608,5,17,24,28,29,32,31,32000000,2010-03-14,3,1,22.5
2323,28461710,16,26,27,32,45,46,40,31000000,2010-03-10,0,0,32.0
2322,17596381,7,14,24,34,44,51,38,30000000,2010-03-07,1,2,29.0
2321,25093607,12,22,24,34,49,56,52,70000000,2010-03-03,0,0,32.8
2320,4707380,2,7,27,29,30,50,23,60000000,2010-02-28,3,1,24.2
2319,15019693,6,9,27,43,44,55,28,53000000,2010-02-24,1,0,30.7
2318,31268912,23,29,32,40,47,52,17,43000000,2010-02-21,3,0,37.2
2317,4838672,2,8,17,19,33,35,34,36000000,2010-02-17,3,0,19.0
2316,7329000,3,6,20,26,34,56,16,32000000,2010-02-14,1,0,24.2
2315,12425973,5,7,13,30,41,52,27,31000000,2010-02-10,4,0,24.7
2314,15268620,6,11,17,24,39,46,40,30000000,2010-02-07,2,0,23.8
2313,20976574,9,15,36,49,51,55,45,244000000,2010-02-03,0,0,35.8
2312,26512703,14,16,22,23,41,54,44,228000000,2010-01-31,2,1,28.3
2311,21040229,9,16,25,36,49,56,45,215000000,2010-01-27,0,0,31.8
2310,29858683,19,22,35,39,46,53,54,200000000,2010-01-24,2,2,35.7
2309,25108891,12,22,28,34,35,44,8,189000000,2010-01-20,0,0,29.2
2308,26142017,13,24,26,36,47,48,15,177000000,2010-01-17,2,1,32.3
2307,17733663,7,15,41,45,48,55,33,166000000,2010-01-13,2,0,35.2
2306,28577368,16,32,33,36,37,38,19,153000000,2010-01-10,1,1,32.0
2305,1790090,1,9,11,23,32,51,38,142000000,2010-01-06,2,1,21.2
2304,13612592,5,15,16,23,39,52,33,130000000,2010-01-03,2,0,25.0
2303,7758013,3,8,24,25,37,43,14,122000000,2009-12-30,3,0,23.3
2302,1951747,1,10,11,20,40,51,34,110000000,2009-12-27,1,0,22.2
2301,13347529,5,12,27,34,39,44,16,102000000,2009-12-23,1,2,26.8
2300,19101113,8,12,33,38,40,44,19,93000000,2009-12-20,0,1,29.2
2299,12625269,5,8,14,17,30,47,54,84000000,2009-12-16,3,1,20.2
2298,28990078,17,24,31,34,38,40,8,75000000,2009-12-13,2,0,30.7
2297,3615238,2,3,11,20,35,53,25,68000000,2009-12-09,4,0,20.7
2296,17044990,7,10,19,30,34,56,54,59000000,2009-12-06,2,0,26.0
2295,5499372,2,12,21,28,33,54,43,51000000,2009-12-02,1,0,25.0
2294,26150844,13,24,29,32,37,39,28,43000000,2009-11-29,3,0,29.0
2293,13037254,5,10,22,25,42,50,29,36000000,2009-11-25,1,0,25.7
2292,8753927,3,15,34,43,48,54,6,33000000,2009-11-22,2,2,32.8
2291,7396185,3,7,8,12,45,48,34,32000000,2009-11-18,2,0,20.5
2290,27074885,14,26,36,42,46,51,28,31000000,2009-11-15,0,1,35.8
2289,20913566,9,15,19,33,43,51,45,30000000,2009-11-11,2,1,28.3
2288,11016283,4,12,34,43,49,53,18,60000000,2009-11-08,2,0,32.5
2287,8589842,3,14,19,26,30,40,51,52000000,2009-11-04,2,2,22.0
2286,26458001,14,15,30,43,50,56,28,44000000,2009-11-01,1,0,34.7
2285,23664706,11,16,44,45,54,55,6,36000000,2009-10-28,1,0,37.5
2284,10591738,4,10,12,14,36,53,7,33000000,2009-10-25,1,0,21.5
2283,23869160,11,19,29,39,43,45,21,32000000,2009-10-21,4,0,31.0
2282,924644,1,5,8,16,21,54,53,31000000,2009-10-18,1,2,17.5
2281,16581857,7,8,9,14,21,37,11,30000000,2009-10-14,2,0,16.0
2280,1315334,1,6,23,27,42,54,14,33000000,2009-10-11,1,2,25.5
2279,15118129,6,10,17,21,45,54,42,32000000,2009-10-07,1,0,25.5
2278,17713063,7,15,28,34,39,48,18,31000000,2009-10-04,1,0,28.5
2277,29586811,18,27,40,42,53,54,39,30000000,2009-09-30,1,2,39.0
2276,26994092,14,24,27,28,38,54,23,141000000,2009-09-27,0,1,30.8
2275,19210113,8,13,27,41,52,55,33,133000000,2009-09-23,2,1,32.7
2274,22904952,10,25,27,29,43,56,4,124000000,2009-09-20,2,1,31.7
2273,11226052,4,14,25,34,36,55,49,116000000,2009-09-16,0,1,28.0
2272,8083039,3,10,21,25,31,48,26,108000000,2009-09-13,2,1,23.0
2271,27236916,15,16,18,28,48,51,21,100000000,2009-09-09,0,1,29.3
2270,10126877,4,7,18,31,47,52,42,91000000,2009-09-06,3,1,26.5
2269,12811528,5,9,14,34,47,53,54,84000000,2009-09-02,3,1,27.0
2268,27577102,15,20,29,42,47,52,51,75000000,2009-08-30,2,0,34.2
2267,7120160,3,5,23,38,55,56,28,68000000,2009-08-26,3,0,30.0
2266,11446385,4,16,36,40,41,43,17,60000000,2009-08-23,2,1,30.0
2265,4956186,2,9,11,32,40,49,13,53000000,2009-08-19,2,1,23.8
2264,30713793,21,27,31,48,49,55,35,45000000,2009-08-16,1,1,38.5
2263,32413030,35,44,45,50,55,56,30,37000000,2009-08-12,0,1,47.5
2262,31285700,23,30,33,41,43,56,4,33000000,2009-08-09,3,2,37.7
2261,30603970,21,23,37,47,51,56,32,32000000,2009-08-05,3,0,39.2
2260,29143822,17,31,33,52,54,55,15,31000000,2009-08-02,2,1,40.3
2259,26314333,13,31,37,40,43,51,30,30000000,2009-07-29,4,0,35.8
2258,8894496,3,17,24,25,34,39,18,199000000,2009-07-26,2,0,23.7
2257,1751310,1,8,30,45,48,52,11,187000000,2009-07-22,0,1,30.7
2256,15482556,6,12,33,43,48,53,47,175000000,2009-07-19,2,1,32.5
2255,15872912,6,16,22,42,44,46,26,164000000,2009-07-15,0,1,29.3
2254,17011362,7,10,15,36,42,53,32,153000000,2009-07-12,2,1,27.2
2253,23558512,11,15,30,41,45,50,6,143000000,2009-07-08,2,0,32.0
2252,29370926,18,21,32,34,48,53,45,132000000,2009-07-05,1,1,34.3
2251,19564085,8,17,21,25,35,39,28,124000000,2009-07-01,1,1,24.2
2250,29818920,19,21,48,50,51,56,35,113000000,2009-06-28,1,0,40.8
2249,27988902,16,17,20,22,24,44,15,106000000,2009-06-24,1,0,23.8
2248,15151174,6,10,21,28,37,55,29,97000000,2009-06-21,1,0,26.2
2247,1651933,1,8,14,31,32,38,35,89000000,2009-06-17,1,0,20.7
2246,8205083,3,11,17,33,42,55,48,81000000,2009-06-14,3,1,26.8
2245,21941344,10,12,18,42,43,48,53,73000000,2009-06-10,1,1,28.8
2244,5512526,2,12,23,33,46,55,42,65000000,2009-06-07,2,0,28.5
2243,22092194,10,13,22,42,43,49,9,57000000,2009-06-03,2,0,29.8
2242,5966498,2,16,30,33,47,48,19,48000000,2009-05-31,2,1,29.3
2241,13248553,5,12,13,37,47,56,19,42000000,2009-05-27,4,1,28.3
2240,15068147,6,10,12,29,38,50,30,34000000,2009-05-24,1,0,24.2
2239,25423996,13,14,16,23,25,49,47,33000000,2009-05-20,2,2,23.3
2238,5558877,2,13,14,19,42,51,47,32000000,2009-05-17,3,0,23.5
2237,7825308,3,9,11,30,41,47,22,31000000,2009-05-13,4,1,23.5
2236,21101334,9,17,21,35,43,52,49,30000000,2009-05-10,2,0,29.5
2235,14447646,5,38,39,42,50,53,9,213000000,2009-05-06,2,0,37.8
2234,25639821,13,16,18,43,46,49,14,0,2009-05-03,2,1,30.8
2233,20739436,9,13,26,35,42,53,40,190000000,2009-04-29,2,0,29.7
2232,28668591,17,18,25,27,38,48,26,180000000,2009-04-26,1,1,28.8
2231,27224927,15,16,17,21,31,39,44,170000000,2009-04-22,2,0,23.2
2230,13460738,5,13,25,26,41,46,18,159000000,2009-04-19,3,0,26.0
2229,8213738,3,11,18,34,42,43,52,150000000,2009-04-15,3,0,25.2
2228,6503121,2,27,29,33,44,48,51,142000000,2009-04-12,2,0,30.5
2227,10502598,4,9,19,20,36,52,13,134000000,2009-04-08,1,0,23.3
2226,7266550,3,6,13,32,35,54,53,126000000,2009-04-05,2,1,23.8
2225,25973921,13,20,28,40,48,50,3,117000000,2009-04-01,1,1,33.2
2224,25184857,12,24,28,30,44,46,40,107000000,2009-03-29,0,1,30.7
2223,18832681,8,11,12,21,37,39,6,100000000,2009-03-25,2,0,21.3
2222,31711546,25,35,46,49,50,56,28,90000000,2009-03-22,0,0,43.5
2221,1792094,1,9,11,27,43,55,5,84000000,2009-03-18,2,0,24.3
2220,8551204,3,14,15,19,47,48,13,76000000,2009-03-15,3,1,24.3
2219,20697600,9,13,19,25,40,51,26,70000000,2009-03-11,2,3,26.2
2218,20762440,9,13,36,37,51,55,4,62000000,2009-03-08,2,0,33.5
2217,28486929,16,26,44,46,52,56,45,54000000,2009-03-04,0,1,40.0
2216,22638130,10,19,26,45,50,51,21,45000000,2009-03-01,1,0,33.5
2215,32130999,29,33,34,41,52,54,48,35000000,2009-02-25,2,0,40.5
2214,13768073,5,16,25,35,42,47,19,34000000,2009-02-22,2,2,28.3
2213,18053874,7,20,21,35,45,47,24,33000000,2009-02-18,2,2,29.2
2212,16084650,6,19,21,25,30,47,16,32000000,2009-02-15,2,0,24.7
2211,6403075,2,23,43,46,49,52,40,31000000,2009-02-11,3,0,35.8
2210,931719,1,5,8,28,40,50,54,30000000,2009-02-08,1,0,22.0
2209,21354706,9,21,22,24,37,38,10,32000000,2009-02-04,1,1,25.2
2208,20889282,9,15,16,39,41,48,26,31000000,2009-02-01,1,1,28.0
2207,25650178,13,16,20,25,28,38,48,30000000,2009-01-28,1,0,23.3
2206,11627797,4,19,23,24,30,39,33,36000000,2009-01-25,2,1,23.2
2205,19573500,8,17,22,36,39,41,50,33000000,2009-01-21,2,0,27.2
2204,6470096,2,25,42,44,47,49,24,32000000,2009-01-18,2,2,34.8
2203,22249183,10,14,41,42,47,55,56,31000000,2009-01-14,2,2,34.8
2202,25453949,13,14,19,36,37,47,33,30000000,2009-01-11,4,2,27.7
2201,25475200,13,14,23,24,34,53,21,32000000,2009-01-07,3,0,26.8
2200,17367421,7,12,26,27,40,44,52,31000000,2009-01-04,1,0,26.0
2199,26786666,14,19,48,51,52,55,34,30000000,2008-12-31,1,1,39.8
2198,22653485,10,19,32,34,44,53,5,267000000,2008-12-28,2,0,32.0
